clip_id,path,label,category,subject,original,original_present,dataset,split
4db7daf73fff822a,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\brwrlczjvi.mp4,real,REAL,brwrlczjvi,,True,dfdc,train
953ca86209f4402d,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bseamdrpbj.mp4,fake,FAKE,fdcttsvjwf,fdcttsvjwf.mp4,False,dfdc,train
88c1643542341c8a,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bsfmwclnqy.mp4,fake,FAKE,ubplsigbvj,ubplsigbvj.mp4,False,dfdc,train
e8c4f94e3c3e9261,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bsqgziaylx.mp4,fake,FAKE,brwrlczjvi,brwrlczjvi.mp4,True,dfdc,train
ac3c37378e426116,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\btiysiskpf.mp4,fake,FAKE,gxhcuxulhi,gxhcuxulhi.mp4,False,dfdc,val
6ce35bd09c8d58d6,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\btjlfpzbdu.mp4,fake,FAKE,drcyabprvt,drcyabprvt.mp4,True,dfdc,train
48ad565d80f2ce17,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\btjwbtsgln.mp4,fake,FAKE,xwcggrygwl,xwcggrygwl.mp4,False,dfdc,train
503bea88ed4cba76,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\btmsngnqhv.mp4,fake,FAKE,crezycjqyk,crezycjqyk.mp4,True,dfdc,train
bb7c49f1cd185221,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\btohlidmru.mp4,fake,FAKE,cyxlcuyznd,cyxlcuyznd.mp4,True,dfdc,train
0e37e64afa75cbeb,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\btugrnoton.mp4,fake,FAKE,kgbkktcjxf,kgbkktcjxf.mp4,False,dfdc,train
e52d7ffb8898da4a,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\btunxncpjh.mp4,fake,FAKE,mgowkzsbyx,mgowkzsbyx.mp4,False,dfdc,train
8648fec65b7c8759,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\btxlttbpkj.mp4,fake,FAKE,fhghkqdkhe,fhghkqdkhe.mp4,False,dfdc,test
13aacd5dbd2e1368,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bulkxhhknf.mp4,real,REAL,bulkxhhknf,,True,dfdc,train
88a87bca4ab6eb39,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bvgwelbeof.mp4,fake,FAKE,mmhqllmlew,mmhqllmlew.mp4,False,dfdc,train
01567f7b7decf1cb,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bvzjkezkms.mp4,fake,FAKE,ekcrtigpab,ekcrtigpab.mp4,True,dfdc,train
e983f6b924e225b2,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bweezhfpzp.mp4,fake,FAKE,ywvlvpvroj,ywvlvpvroj.mp4,False,dfdc,train
454336f95f7ab475,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bwhlgysghg.mp4,real,REAL,bwhlgysghg,,True,dfdc,val
70e75827474933bd,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bwipwzzxxu.mp4,real,REAL,bwipwzzxxu,,True,dfdc,train
9ffbd3f454bad373,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bwuwstvsbw.mp4,fake,FAKE,xzvrgckqkz,xzvrgckqkz.mp4,False,dfdc,train
f28d1f75690be843,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bxzakyopjf.mp4,real,REAL,bxzakyopjf,,True,dfdc,train
42b8db8f57e5f847,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bydaidkpdp.mp4,fake,FAKE,gktjowiuqe,gktjowiuqe.mp4,False,dfdc,train
82ed305b5e9e8f09,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\byfenovjnf.mp4,fake,FAKE,gipbyjfxfp,gipbyjfxfp.mp4,False,dfdc,train
589577104e93c7de,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\byijojkdba.mp4,fake,FAKE,liniegczcx,liniegczcx.mp4,False,dfdc,test
2e17882ffa7b722d,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\byofowlkki.mp4,fake,FAKE,ifjktxxiln,ifjktxxiln.mp4,False,dfdc,train
dd8536c7ad99a2b9,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\byqzyxifza.mp4,fake,FAKE,kgbkktcjxf,kgbkktcjxf.mp4,False,dfdc,train
cc3c68ee1d0b5289,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\byunigvnay.mp4,fake,FAKE,nvpluswotp,nvpluswotp.mp4,False,dfdc,train
1cd2525777a34a10,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\byyqectxqa.mp4,fake,FAKE,fdcttsvjwf,fdcttsvjwf.mp4,False,dfdc,train
3e2cba54093ab092,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bzmdrafeex.mp4,fake,FAKE,sqwvfgwdxr,sqwvfgwdxr.mp4,False,dfdc,test
dec66a76bde3df07,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bzythlfnhq.mp4,real,REAL,bzythlfnhq,,True,dfdc,train
9ee1aec9a7726202,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\caifxvsozs.mp4,real,REAL,caifxvsozs,,True,dfdc,train
5ef19e71e5cbac01,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\caqbrkogkb.mp4,fake,FAKE,vgqotmftcr,vgqotmftcr.mp4,False,dfdc,val
d922e14ffbe2ec49,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cbbibzcoih.mp4,fake,FAKE,lietldeotq,lietldeotq.mp4,False,dfdc,val
621b447e4c05a5c4,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cbltdtxglo.mp4,fake,FAKE,svcnlasmeh,svcnlasmeh.mp4,False,dfdc,train
069c1b9b85c37115,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ccfoszqabv.mp4,real,REAL,ccfoszqabv,,True,dfdc,train
5aa45fbcde54d430,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ccmonzqfrz.mp4,fake,FAKE,gxhcuxulhi,gxhcuxulhi.mp4,False,dfdc,val
7ae7b2b66ee4a9dc,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cdaxixbosp.mp4,fake,FAKE,itzmdwutdu,itzmdwutdu.mp4,False,dfdc,val
2985b2c11e34c429,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cdbsbdymzd.mp4,fake,FAKE,xngpzquyhs,xngpzquyhs.mp4,False,dfdc,train
6975bb26d75cc71a,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cdphtzqrvp.mp4,fake,FAKE,ehtdtkmmli,ehtdtkmmli.mp4,True,dfdc,train
1d30ac4fce4d5517,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cdyakrxkia.mp4,fake,FAKE,atvmxvwyns,atvmxvwyns.mp4,True,dfdc,train
0e6e5a21a640feef,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cepxysienc.mp4,fake,FAKE,euqpvnyxrb,euqpvnyxrb.mp4,False,dfdc,train
98330585eb1f66d6,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cettndmvzl.mp4,fake,FAKE,kysxawkest,kysxawkest.mp4,False,dfdc,train
15a1caee86cc256f,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ceymbecxnj.mp4,fake,FAKE,gjypopglvi,gjypopglvi.mp4,False,dfdc,train
a2538627e905a0e0,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cferslmfwh.mp4,fake,FAKE,fygviyzcjm,fygviyzcjm.mp4,False,dfdc,test
3b22c9befa3b4884,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cffffbcywc.mp4,fake,FAKE,ztbinwxgyu,ztbinwxgyu.mp4,False,dfdc,train
f238618aa8f67f88,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cfxkpiweqt.mp4,real,REAL,cfxkpiweqt,,True,dfdc,train
ddd8c6ea2ac1b071,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cfyduhpbps.mp4,fake,FAKE,tfoxelmnjx,tfoxelmnjx.mp4,False,dfdc,test
3726741e84b355d9,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cglxirfaey.mp4,fake,FAKE,qypgyrxcme,qypgyrxcme.mp4,False,dfdc,train
21ce60c0ffbbb720,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cgvrgibpfo.mp4,fake,FAKE,puppdcffcj,puppdcffcj.mp4,False,dfdc,train
442bab3482626b77,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\chtapglbcj.mp4,real,REAL,chtapglbcj,,True,dfdc,train
50015ab9b252181b,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\chviwxsfhg.mp4,real,REAL,chviwxsfhg,,True,dfdc,val
bcefc61c035361a5,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\chzieimrwu.mp4,fake,FAKE,topyiohccg,topyiohccg.mp4,False,dfdc,train
cdee4c3857140cb6,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ciyoudyhly.mp4,real,REAL,ciyoudyhly,,True,dfdc,test
c2965a8c747216d9,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cizlkenljw.mp4,real,REAL,cizlkenljw,,True,dfdc,train
97d03cfb61f7da0f,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ckbdwedgmc.mp4,fake,FAKE,zrkinjhsuq,zrkinjhsuq.mp4,False,dfdc,train
542589c9649ec0bc,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ckjaibzfxa.mp4,real,REAL,ckjaibzfxa,,True,dfdc,val
8f52158771f0695e,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ckkuyewywx.mp4,real,REAL,ckkuyewywx,,True,dfdc,train
71b44afdefff0b78,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cknyxaqouy.mp4,fake,FAKE,bwipwzzxxu,bwipwzzxxu.mp4,True,dfdc,train
e2b05984be54fcbb,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cksanfsjhc.mp4,fake,FAKE,atkdltyyen,atkdltyyen.mp4,True,dfdc,train
f850cf11b47e92b1,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\clihsshdkq.mp4,fake,FAKE,qzimuostzz,qzimuostzz.mp4,False,dfdc,train
1987fd6bbd94ab71,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\clrycekyst.mp4,real,REAL,clrycekyst,,True,dfdc,test
2fab374afb6d33f6,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cmbzllswnl.mp4,real,REAL,cmbzllswnl,,True,dfdc,train
3929378a175b6801,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cmxcfkrjiv.mp4,fake,FAKE,ztbinwxgyu,ztbinwxgyu.mp4,False,dfdc,train
2514d7a1a79edb9f,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cnilkgvfei.mp4,fake,FAKE,kwyvikrgmx,kwyvikrgmx.mp4,False,dfdc,val
7bf6e56391ce898f,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\coadfnerlk.mp4,fake,FAKE,bwipwzzxxu,bwipwzzxxu.mp4,True,dfdc,train
d4a932291166edcb,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cobjrlugvp.mp4,real,REAL,cobjrlugvp,,True,dfdc,train
a8cf8c5a47b37168,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\covdcysmbi.mp4,fake,FAKE,jomvcqqars,jomvcqqars.mp4,False,dfdc,train
aa1ffed6ab221c3b,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cpjxareypw.mp4,real,REAL,cpjxareypw,,True,dfdc,train
49acbf7318b032e4,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cppdvdejkc.mp4,real,REAL,cppdvdejkc,,True,dfdc,train
8204478fd45feb45,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cprhtltsjp.mp4,real,REAL,cprhtltsjp,,True,dfdc,train
db308b5bc622cdf5,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cqfugiqupm.mp4,fake,FAKE,fpvduejzcw,fpvduejzcw.mp4,False,dfdc,train
51c966cc342f3079,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cqhngvpgyi.mp4,fake,FAKE,tfoixxmpoo,tfoixxmpoo.mp4,False,dfdc,train
4779a26181dff839,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cqrskwiqng.mp4,fake,FAKE,swedbyuehz,swedbyuehz.mp4,False,dfdc,train
cdb03ff4584b5741,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\crezycjqyk.mp4,real,REAL,crezycjqyk,,True,dfdc,train
15c6f7989ee338c6,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\crktehraph.mp4,fake,FAKE,vrsinxahfh,vrsinxahfh.mp4,False,dfdc,test
a7036f357835e940,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\crzfebnfgb.mp4,fake,FAKE,wgmbcqfgkp,wgmbcqfgkp.mp4,False,dfdc,val
519c881d9d03fc26,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cthdnahrkh.mp4,fake,FAKE,vrsinxahfh,vrsinxahfh.mp4,False,dfdc,test
db7457e2eb042d27,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ctpqeykqdp.mp4,fake,FAKE,iklzfeueid,iklzfeueid.mp4,False,dfdc,train
46b5c15afaf378ea,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cttqtsjvgn.mp4,fake,FAKE,fkyrrigzpt,fkyrrigzpt.mp4,False,dfdc,val
1d05a419d6fa8de0,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ctzmavwror.mp4,fake,FAKE,lkdlzpkukw,lkdlzpkukw.mp4,False,dfdc,train
a45ac13a5a4eecf2,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\curpwogllm.mp4,fake,FAKE,chtapglbcj,chtapglbcj.mp4,True,dfdc,train
d6e3dfa31b06b7d6,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cuzrgrbvil.mp4,fake,FAKE,iiomvouemm,iiomvouemm.mp4,False,dfdc,train
385666e4a29dc3b2,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cvaksbpssm.mp4,fake,FAKE,gdfyzwykty,gdfyzwykty.mp4,False,dfdc,train
25ae18fa441e884c,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cwbacdwrzo.mp4,fake,FAKE,fecysfujzk,fecysfujzk.mp4,False,dfdc,val
68e3f23e4831989f,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cwqlvzefpg.mp4,fake,FAKE,qeumxirsme,qeumxirsme.mp4,False,dfdc,train
fa12d317db9cf058,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cwrtyzndpx.mp4,fake,FAKE,kgbkktcjxf,kgbkktcjxf.mp4,False,dfdc,train
0449e6a1c51cf6b5,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cwsbspfzck.mp4,fake,FAKE,wtreibcmgm,wtreibcmgm.mp4,False,dfdc,test
e2eacf0126c4b9d8,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cwwandrkus.mp4,fake,FAKE,kgbkktcjxf,kgbkktcjxf.mp4,False,dfdc,train
489235476e7e81a0,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cxfujlvsuw.mp4,fake,FAKE,qtnjyomzwo,qtnjyomzwo.mp4,False,dfdc,train
d2216479d0f8b592,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cxrfacemmq.mp4,fake,FAKE,dlpoieqvfb,dlpoieqvfb.mp4,True,dfdc,train
e13caab5cfb4c2e6,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cxttmymlbn.mp4,fake,FAKE,qapnbtdypb,qapnbtdypb.mp4,False,dfdc,train
82bbe69fb8072a28,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cyboodqqyr.mp4,fake,FAKE,qeumxirsme,qeumxirsme.mp4,False,dfdc,train
e65303bcda2ce47d,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cycacemkmt.mp4,fake,FAKE,atvmxvwyns,atvmxvwyns.mp4,True,dfdc,train
a9c124f829536f6f,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cyclgfjdrv.mp4,fake,FAKE,gbqrgajyca,gbqrgajyca.mp4,False,dfdc,train
19ca1866dfbae415,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\cyxlcuyznd.mp4,real,REAL,cyxlcuyznd,,True,dfdc,train
4dd63020c40d20fb,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\czfunozvwp.mp4,fake,FAKE,caifxvsozs,caifxvsozs.mp4,True,dfdc,train
79d4afa18571094f,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\czkdanyadc.mp4,fake,FAKE,meawmsgiti,meawmsgiti.mp4,False,dfdc,train
1d486a55ccaeaec2,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\czmqpxrqoh.mp4,fake,FAKE,atvmxvwyns,atvmxvwyns.mp4,True,dfdc,train
aafba030af5ef787,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dafhtipaml.mp4,fake,FAKE,kdodrvufdh,kdodrvufdh.mp4,False,dfdc,train
1fdd508c753fa9b9,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dakiztgtnw.mp4,real,REAL,dakiztgtnw,,True,dfdc,train
108d418c7dc29ef3,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dakqwktlbi.mp4,fake,FAKE,atvmxvwyns,atvmxvwyns.mp4,True,dfdc,train
a5d2e8bddd6c0890,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dbhoxkblzx.mp4,fake,FAKE,qtnjyomzwo,qtnjyomzwo.mp4,False,dfdc,train
f0ec36d6d429982d,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dbhrpizyeq.mp4,fake,FAKE,ffcwhpnpuw,ffcwhpnpuw.mp4,False,dfdc,train
3bb1cd457937cabd,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dbnygxtwek.mp4,real,REAL,dbnygxtwek,,True,dfdc,train
4f7745729424aea0,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dboxtiehng.mp4,fake,FAKE,jjyfvzxwwx,jjyfvzxwwx.mp4,False,dfdc,train
5352478553612fd2,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dbtbbhakdv.mp4,real,REAL,dbtbbhakdv,,True,dfdc,train
15d160ed015d9ce4,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dbzcqmxzaj.mp4,fake,FAKE,yxyhvdlrgk,yxyhvdlrgk.mp4,False,dfdc,train
0b29388f481e7b35,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dbzpcjntve.mp4,fake,FAKE,ellavthztb,ellavthztb.mp4,True,dfdc,train
1c6c4da3cbe51e43,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dcamvmuors.mp4,fake,FAKE,iuzdfwsefw,iuzdfwsefw.mp4,False,dfdc,val
6e5fa552f9114c3f,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dcuiiorugd.mp4,fake,FAKE,wapebjxejr,wapebjxejr.mp4,False,dfdc,train
d5d6ee1f6eef9780,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ddepeddixj.mp4,real,REAL,ddepeddixj,,True,dfdc,train
badb6baeabe2c764,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ddhfabwpuz.mp4,fake,FAKE,luvasmspox,luvasmspox.mp4,False,dfdc,val
a351bf3169eebfef,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ddjggcasdw.mp4,fake,FAKE,qtnjyomzwo,qtnjyomzwo.mp4,False,dfdc,train
9c2f8cf52628e7b1,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ddpvuimigj.mp4,fake,FAKE,ijokcwewbs,ijokcwewbs.mp4,False,dfdc,val
1eb5377a78ff9059,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ddqccgmtka.mp4,fake,FAKE,qokxxuayqn,qokxxuayqn.mp4,False,dfdc,val
d050696efc6c16ba,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\degpbqvcay.mp4,fake,FAKE,ptokilxwcx,ptokilxwcx.mp4,False,dfdc,test
36cb78b5e11bf136,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\deywhkarol.mp4,fake,FAKE,ljaifbsfuw,ljaifbsfuw.mp4,False,dfdc,train
67ccea4b815bb228,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\deyyistcrd.mp4,fake,FAKE,ywvlvpvroj,ywvlvpvroj.mp4,False,dfdc,train
d2de08334831bcc7,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dfbpceeaox.mp4,fake,FAKE,bffwsjxghk,bffwsjxghk.mp4,True,dfdc,train
99828d118f5444a3,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dgmevclvzy.mp4,fake,FAKE,jzmdganfys,jzmdganfys.mp4,False,dfdc,train
7bfb555152d4c362,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dgxrqjdomn.mp4,fake,FAKE,duycddgtrl,duycddgtrl.mp4,True,dfdc,train
2ff2be7d139eaf55,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dgzklxjmix.mp4,fake,FAKE,jszyyhamrh,jszyyhamrh.mp4,False,dfdc,test
d9986e51004d95a1,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dhcndnuwta.mp4,real,REAL,dhcndnuwta,,True,dfdc,val
4b315a06ae399c45,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dhcselezer.mp4,fake,FAKE,uonshkejav,uonshkejav.mp4,False,dfdc,val
1498b90b1bdd2443,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dhevettufk.mp4,fake,FAKE,cppdvdejkc,cppdvdejkc.mp4,True,dfdc,train
0f6fb14c9c0c7aa8,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dhjmzhrcav.mp4,fake,FAKE,tdohqkzvbk,tdohqkzvbk.mp4,False,dfdc,train
4ddcf60a35966985,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dhkwmjxwrn.mp4,fake,FAKE,ehccixxzoe,ehccixxzoe.mp4,True,dfdc,train
deeb932c8c899ee7,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dhoqofwoxa.mp4,fake,FAKE,gbqrgajyca,gbqrgajyca.mp4,False,dfdc,train
6f4e99786a583046,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dhxctgyoqj.mp4,real,REAL,dhxctgyoqj,,True,dfdc,test
fbde70a000ef870e,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\diomeixhrg.mp4,fake,FAKE,gneufaypol,gneufaypol.mp4,False,dfdc,train
b56f346a265d36c6,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\diopzaywor.mp4,fake,FAKE,fgfyrfyqay,fgfyrfyqay.mp4,False,dfdc,train
594c6918764c62a2,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\diqraixiov.mp4,fake,FAKE,gmihbscmwq,gmihbscmwq.mp4,False,dfdc,train
357ee210524dc1c7,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\diuzrpqjli.mp4,fake,FAKE,smggzgxymo,smggzgxymo.mp4,False,dfdc,test
863ff83c56b7543b,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\djvtbgwdcc.mp4,fake,FAKE,jljpdojupu,jljpdojupu.mp4,False,dfdc,test
d32feae57a8ffab5,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\djvutyvaio.mp4,fake,FAKE,zhfyuhonra,zhfyuhonra.mp4,False,dfdc,val
1514e780c9e9934f,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\djxdyjopjd.mp4,real,REAL,djxdyjopjd,,True,dfdc,train
f5343a8da97ac59b,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dkdwxmtpuo.mp4,fake,FAKE,mmhqllmlew,mmhqllmlew.mp4,False,dfdc,train
af057c0a0c5bf5be,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dkhlttuvmx.mp4,fake,FAKE,qeumxirsme,qeumxirsme.mp4,False,dfdc,train
07586d7f2947d6f9,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dkrvorliqc.mp4,fake,FAKE,hcswybumab,hcswybumab.mp4,False,dfdc,val
2cfb18c1dfcf5926,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dkuayagnmc.mp4,real,REAL,dkuayagnmc,,True,dfdc,train
e2ae5ab598dffa9e,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dkwjwbwgey.mp4,fake,FAKE,rfzzrftgco,rfzzrftgco.mp4,False,dfdc,test
daee30aaef0d5205,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dkzvdrzcnr.mp4,real,REAL,dkzvdrzcnr,,True,dfdc,train
19f158aa3055a0f2,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dlpoieqvfb.mp4,real,REAL,dlpoieqvfb,,True,dfdc,train
89abcade08997de6,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dlrsbscitn.mp4,fake,FAKE,ztbinwxgyu,ztbinwxgyu.mp4,False,dfdc,train
76b3051294210a2d,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dnexlwbcxq.mp4,fake,FAKE,ezaajaswoe,ezaajaswoe.mp4,False,dfdc,val
bb09654f256846e8,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dnhvalzvrt.mp4,fake,FAKE,tamayudqqx,tamayudqqx.mp4,False,dfdc,val
e297fb0d21ca1242,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dntkzzzcdh.mp4,fake,FAKE,gnyspcpbhd,gnyspcpbhd.mp4,False,dfdc,train
6057bb53f5adced5,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dnyvfblxpm.mp4,fake,FAKE,eckvhdusax,eckvhdusax.mp4,True,dfdc,train
205d69aeb8ea0800,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\doanjploai.mp4,fake,FAKE,fkqptfouqw,fkqptfouqw.mp4,False,dfdc,val
a478f36cd4df4ba1,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dofusvhnib.mp4,fake,FAKE,xnfwdpptym,xnfwdpptym.mp4,False,dfdc,train
19895d66ce85408a,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\dozyddhild.mp4,fake,FAKE,ngdswpaqnt,ngdswpaqnt.mp4,False,dfdc,test
